,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,time_consume
image_F16_512rgb.png,30.124302233971907,0,0,605,30.130400787873093,0.1889784336090088,0.17322534322738647,884,27.84522177909816,29.969256833912098,0.16256234049797058,0.27666571736335754,400.17957377433777
