,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,time_consume
image_F16_512rgb.png,32.894395555540925,0,0,1114,32.95897619484667,0.10882136970758438,0.10137904435396194,1499,31.644707498138402,32.94831966033423,0.0774853378534317,0.108856201171875,220.74494433403015
