,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,time_consume
image_F16_512rgb.png,32.97246768124434,0,0,1671,32.99044044251649,0.11674632132053375,0.11916416883468628,2659,31.692428975987287,32.73091762824982,0.09282997250556946,0.10954149812459946,307.66567039489746
