,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,time_consume
image_F16_512rgb.png,33.27585737987516,0,0,1044,33.27426205348273,0.1287834197282791,0.12717434763908386,1713,30.962326656725317,32.45691039671304,0.0972466841340065,0.10514268279075623,729.486353635788
