,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,time_consume
image_F16_512rgb.png,33.11001054835267,0,0,575,33.298981134515785,0.1199960857629776,0.12451475858688354,908,31.488838122683028,33.158579801039856,0.12140032649040222,0.21584495902061462,575.5423293113708
