,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,time_consume
image_F16_512rgb.png,31.993267737167756,0,0,190,30.507160866162035,0.13438308238983154,0.09501568973064423,427,29.568205373372464,31.6533219900179,0.11382939666509628,0.19957217574119568,59.59043288230896
