,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,time_consume
image_F16_512rgb.png,31.21822641761736,0,0,1074,31.761033794602632,0.19284696877002716,0.19000260531902313,2999,21.582995568087604,22.13669489164705,0.5147836804389954,0.5183635950088501,300.7901406288147
