,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,time_consume
image_F16_512rgb.png,33.273309843051905,0,0,744,33.33944349677871,0.11936809122562408,0.12113797664642334,1179,31.33928988129789,32.98131906836035,0.10135996341705322,0.14304198324680328,501.7886793613434
