,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,time_consume
image_F16_512rgb.png,32.19131758037016,0,3,683,32.15280321815845,0.11475566774606705,0.10071805119514465,1637,30.44384767118291,32.13478997241547,0.11496272683143616,0.2089962661266327,167.48177313804626
