,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,time_consume
image_F16_512rgb.png,33.23899472084689,0,0,1193,33.223699725363566,0.11816946417093277,0.12036745995283127,1896,31.187860861164623,32.79791902617741,0.11415620893239975,0.20736511051654816,752.9565184116364
