,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,time_consume
image_F16_512rgb.png,31.069896245316855,0,3,2334,30.995354523497554,0.23705075681209564,0.22118502855300903,2999,30.750565341082698,31.042670884992816,0.22835677862167358,0.24576959013938904,639.9282031059265
