,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,time_consume
image_F16_512rgb.png,30.90683656230363,0,0,1952,32.938738476613125,0.15174753963947296,0.15045858919620514,2999,30.627434729450588,32.809878007709585,0.15910354256629944,0.1497601866722107,367.36762046813965
