,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips,final_ssim,final_ssim_avg,max_ssim_avg,time_consume
test025.png,28.426117575497614,0.8574502876253975,0,169,27.237872562352475,0.31683340668678284,0.2202761173248291,596,26.702943455981455,28.269506800343926,0.23887673020362854,0.3259960412979126,0.7655755968925726,0.8473801987395257,0.84059816413297,48.81875038146973
test040.png,28.18206758938284,0.7530998020471642,2,713,28.10348954725621,0.19060268998146057,0.1920514702796936,1706,26.24528286838124,27.40426829177489,0.21363307535648346,0.2307211458683014,0.6791996502186596,0.7182885137926487,0.7484416766190901,136.80482649803162
test051.png,27.638513383976875,0.7967793046679359,0,582,27.59827668338788,0.15920691192150116,0.13214783370494843,898,26.10510075359546,27.64135774584642,0.16268479824066162,0.19346509873867035,0.6959183626093141,0.7760087167758927,0.784386095921152,72.30800104141235
